OrderID,OrderDate,CustomerID,CustomerName,Email,Region,Country,ProductCategory,ProductName,Quantity,UnitPrice,Discount,ShippingCost,PaymentMethod,OrderStatus,SignupDate
ORD-10696,11-Nov-2023,CUST1725,Rebecca Marquez,rebecca.marquez30@gmail.com,Sth,Canada,beauty,Hair Dryer,2,12.86,0.2,23.62,PayPal,shipped,26-06-2022
11799,03/27/24,CUST1210,Christopher Smith,christopher.smith65@yahoo.com,WEST,United States,Toys,Puzzle 1000pc,6,55.81,0.25,3.45,Debit,Shipped,11/13/21
10351,2024-05-17,CUST1174,Nicole Herring,nicole.herring30@outlook.com,South,canada,BEAUTY,Shampoo Set,6,43.5,0,4.07,gift card,RETURNED,03/25/22
ORD-12240,08/12/24,CUST1327,Trevor Johnson,trevor.johnson84@yahoo.com,west,United States,TOYS,Board Game,4,$65.06,0.1,6.29,CC,CANCELLED,"April 16, 2021"
ORD-12326,16-Apr-2023,CUST1166,Alyssa Long,alyssa.long79@hotmail.com,south,US,TOYS,Puzzle 1000pc,3,24.87,0.25,16.19,Debit,Delivered,06/23/24
12142,2024-12-13,CUST1832,Scott Alexander,scott.alexander97@outlook.com,South,Canada,toys,Puzzle 1000pc,3,45.17,10%,17.4,Debit Card,delivered,06/18/23
ORD-11439,25-Feb-2023,CUST1000,Allison Hill,allison.hill4@outlook.com,Sth,Mexico,electronics,USB-C Cable,4,238.14,0.1,14.69,Pay Pal,SHIPPED,05/17/2022
ORD-12452,07-03-2024,CUST1846,Brandi Haney,brandi.haney82@gmail.com,west,USA,toys,Puzzle 1000pc,5,15.7,0,23.27,credit card,Pending,"January 10, 2023"
ORD-12674,"December 03, 2023",CUST1244,Shannon Rivera,shannon.at.gmail.com,Est,USA,Sports & Outdoors,Water Bottle,1,127.48,0.05,,GiftCard,delivered,09/21/2024
ORD-10463,2023-07-01,CUST1274,Joyce Bowen,joyce.bowen41@outlook.com,central,US,sports & outdoors,Hiking Backpack,3,-130.39,0,4.58,Pay Pal,PENDING,22-Nov-2023
ORD-10994,"September 19, 2023",CUST1490,Heather Williams,heather.williams2@outlook.com,west,canada,Clothing,Cotton T-Shirt,1,18.59,0,10.78,PAYPAL,DELIVERED,10/11/2022
ORD-10038,19-Jun-2024,CUST1121,Kenneth Scott,kenneth.scott71@outlook.com,west,Canada,toys,Building Blocks Set,2,$10.84,0.15,2.43,Debit,Delivered,09/16/21
12736,23-07-2023,CUST1840,Casey Perez,casey.perez99@yahoo.com,EAST,US,Sports and Outdoors,Water Bottle,1,59.15,0.15,5.66,gift card,Returned,09-06-2024
12509,07/03/23,CUST1361,Laurie Hoffman,laurie.hoffman27@hotmail.com,West,Canada,Home and Kitchen,Throw Blanket,3,69.17,20%,11.47,Debit Card,Returned,"July 06, 2021"
ORD-12377,2023-02-28,CUST1540,James Gilbert,james.gilbert21@gmail.com,South,USA,Electronis,Wireless Earbuds,3,146.59,0.2,15.49,Debit,RETURNED,05/23/22
ORD-10410,09/26/24,CUST1537,Bianca Wood,bianca.wood46@hotmail.com,east,canada,Sports,Resistance Bands,6,114.57,0,23.97,Debit Card,Shipped,21-Jan-2024
ORD-12127,09-03-2024,CUST1446,Brenda Wright,brenda.wright69@yahoo.com,SOUTH,US,beauty,Shampoo Set,5,59.82,0.15,1.77,CC,CANCELLED,20-01-2023
11862,2024-12-05,CUST1696,Joseph Hill,joseph.hill14@yahoo.com,west,Mexico,apparel,Wool Sweater,1,$69.23,0.1,23.51,paypal,Returned,01/07/24
ORD-12849,10/04/23,CUST1005,Connie Lawrence,connie.lawrence98@outlook.com, West ,Canada,Sports and Outdoors,Yoga Mat,2,116.65,0,22.59,paypal,pending,2021-07-29
12032,01/16/24,CUST1247,Frank Cordova,frank.cordova55@outlook.com,EAST,United States,apparel,Cotton T-Shirt,3,73.05,0,,Credit Card,PENDING,07-02-2021
ORD-11381,"November 28, 2023",CUST1304,Maria Parker,maria.parker74@hotmail.com,Nort,US,Home & Kitchen,Non-stick Pan Set,6,61.01,,15.04,PAYPAL,CANCELLED,06/19/24
ORD-11175,05-Feb-2023,CUST1408,Anthony Romero,anthony.romero50@outlook.com,SOUTH,Mexico,Electronic,Wireless Earbuds,2,130.99,25%,1.67,debit card,Canceled,02/26/23
11879,06/19/2023,CUST1268,Cynthia Rowe,cynthia.rowe9@gmail.com,North,Mexico,Beauty,Hair Dryer,2,22.92,10%,12.2,PayPal,SHIPPED,11-Mar-2023
ORD-12133,"September 05, 2023",CUST1253,Barbara Dudley,barbara.dudley40@hotmail.com,central,US,beauty,Hair Dryer,6,,0.05,17.79,debit card,PENDING,02-02-2022
ORD-12570,2024-11-20,CUST1152,Denise Jones,denise.jones37@outlook.com,WEST,United States,Beuty,Lipstick,4,32.45,0,0.53,PayPal,CANCELLED,"April 17, 2024"
ORD-10981,10/09/2023,CUST1783,Dennis Huffman,dennis.huffman79@outlook.com,West,US,BEAUTY,Shampoo Set,3,34.03,,23.42,CC,PENDING,01/20/2023
ORD-10467,07-Feb-2024,CUST1383,Mr. Andrew Foster,,central,Mexico,home & kitchen,Air Fryer,4,151.69,0,4.59,credit card,SHIPPED,05/30/2021
12727,02/22/24,CUST1015,Brian Ramirez,brian.ramirez83@hotmail.com,South,United States,Apparel,Denim Jacket,5,20.3,0,3.34,debit card,PENDING,20-10-2021
ORD-10658,08/05/2023,CUST1280,Amanda Jones,amanda.jones92@hotmail.com, West ,USA,Home&Kitchen,Non-stick Pan Set,2,158.31,0,18.76,GiftCard,returned,12/08/21
11127,"November 12, 2023",CUST1208,Dr. William Warren,dr..warren86@gmail.com, West ,Mexico,Appare,Denim Jacket,1,28.34,0.25,,GiftCard,shipped,22-04-2023
ORD-10121,01-01-2024,CUST1438,Rhonda Martin,rhonda.martin11@gmail.com,EAST,USA,Electronis,Bluetooth Speaker,3,125.52,5%,19.78,debit card,DELIVERED,18-10-2021
ORD-10592,03/22/2024,CUST1428,Robin Santiago,robin.santiago4@hotmail.com,EAST,Mexico,Electronics,Laptop Stand,2,94.88,0,4.96,Gift Card,DELIVERED,06-Mar-2022
11532,23-09-2024,CUST1457,Brenda Thornton,brenda.thornton29@outlook.com,South,canada,Home and Kitchen,Air Fryer,3,159.08,,12.37,CREDIT CARD,DELIVERED,08-03-2021
10560,10-May-2023,CUST1325,Patrick Moore,patrick.moore91@outlook.com,Est,USA,ELECTRONICS,USB-C Cable,2,214.88,0,21.98,GiftCard,PENDING,2023-08-31
ORD-12248,26-07-2024,CUST1511,Curtis Taylor,curtis.taylor32@hotmail.com,WEST,United States,Electronic,Laptop Stand,1,221.9,10%,4.8,CC,Returned,"January 25, 2023"
ORD-12608,17-08-2024,CUST1780,Christine Goodwin,christine.goodwin51@yahoo.com,Centrl,US,TOYS,Board Game,1,25.34,0,10.2,debit card,Canceled,2023-07-26
ORD-12718,,CUST1026,  JUSTIN BAKER  ,justin.baker69@yahoo.com, West ,canada,Sports & Outdoors,Camping Tent,4,28.36,25%,9.35,Debit,Shipped,09/20/21
ORD-11685,05/19/23,CUST1318,Stephen Hoffman,,Est,canada,Appare,Baseball Cap,3,80.83,0,11.0,PAYPAL,Pending,02/25/2024
ORD-11020,17-Jun-2024,CUST1446,Brenda Wright,brenda.wright69@yahoo.com,South,US,toys,Board Game,1,49.42,0,15.98,CREDIT CARD,cancelled,20-01-2023
ORD-11826,"February 22, 2024",CUST1823,jackie clements,jackie.clements5@yahoo.com,north,canada,Electronics,Wireless Earbuds,6,141.04,0.1,1.38,Pay Pal,Returned,08/02/23
ORD-12267,2023-04-24,CUST1009,  RYAN MUNOZ  ,ryan.munoz30@gmail.com, West ,Mexico,Clothing,Running Shoes,5,15.49,0.1,16.51,GiftCard,RETURNED,18-02-2023
ORD-10646,06/25/2023,CUST1593,Randy Smith,randy.smith59@gmail.com,South,USA,Electronis,Smartwatch,4,209.5,,1.77,gift card,pending,01/09/23
ORD-12331,07/26/23,CUST1134,Rebecca Jackson,rebecca.jackson73@outlook.com,west,Mexico,Apparel,Denim Jacket,1,25.93,0.1,24.55,GiftCard,Shipped,2023-06-19
ORD-10555,12-03-2023,CUST1266,Kimberly Gibson,kimberly.gibson74@yahoo.com,WEST,Canada,Sports,Yoga Mat,4,93.61,0,1.46,debit card,delivered,22-10-2021
ORD-11131,23-Apr-2024,CUST1075,Sarah Moore,sarah.moore42@hotmail.com,South,canada,Clothing,Cotton T-Shirt,6,38.16,0.05,16.39,PayPal,Canceled,24-Jun-2023
ORD-12101,03-Dec-2023,CUST1773,Samuel Wong,samuel.wong74@outlook.com,South,US,electronics,USB-C Cable,2,231.93,0,11.5,paypal,CANCELLED,01/10/22
ORD-11651,2023-04-04,CUST1117,Ashley Waller,ashley.waller30@gmail.com,north,Mexico,sports & outdoors,Resistance Bands,2,116.57,0,18.81,Debit Card,Canceled,30-01-2022
ORD-11479,12-05-2023,CUST1452,Alexander Brown,alexander.brown24@hotmail.com,South,canada,Electronic,Smartwatch,1,139.12,0.2,10.87,GiftCard,PENDING,"July 25, 2024"
10532,12/01/24,CUST1591,Kiara Little,kiara.little8@yahoo.com,Central,US,Beuty,Hair Dryer,5,45.49,0.25,14.57,Gift Card,shipped,15-05-2021
ORD-10053,16-10-2024,CUST1774,Carly Riggs,carly.riggs31@yahoo.com,south,United States,apparel,Wool Sweater,2,$49.25,0,23.9,Gift Card,returned,06/28/2022
12379,04/25/24,CUST1799,Donald Medina,donald.medina31@outlook.com,South,US,Electronic,Smartwatch,1,62.92,0,17.96,paypal,shipped,06/13/2021
12880,2024-06-05,CUST1659,lori simmons,lori.simmons92@outlook.com,Nort,Mexico,beauty,Lipstick,6,34.43,0.2,9.4,gift card,Delivered,2023-07-16
ORD-12855,2023-03-14,CUST1156,Joshua Perry,joshua.perry49@hotmail.com,south,US,Home&Kitchen,Air Fryer,3,82.58,5%,20.34,gift card,Pending,09/21/24
11240,2024-10-27,CUST1196,Daniel Salinas,daniel.salinas54@gmail.com,West,USA,Sports & Outdoors,Resistance Bands,1,24.49,5%,0.74,debit card,PENDING,11-May-2021
ORD-12204,28-05-2024,CUST1343,Nichole Alvarez,nichole.alvarez61@hotmail.com,Est,USA,Home & Kitchen,Coffee Maker,5,107.29,0,0.83,Pay Pal,RETURNED,08/25/2024
ORD-10885,09/22/24,CUST1154,Brenda Hall,brenda.hall42@yahoo.com,West,United States,Home & Kitchen,Throw Blanket,3,13360.18,0.1,23.44,debit card,pending,"May 05, 2022"
ORD-11019,2023-10-19,CUST1276,Wayne Morgan,wayne.morgan16@outlook.com,WEST,US,Toy,Action Figure,2,8.35,0,22.25,Debit Card,SHIPPED,14-Jun-2023
11061,08-Sep-2024,CUST1548,Jessica Khan,jessica.khan91@yahoo.com,East,Canada,Toy,Building Blocks Set,4,$56.81,0,14.78,gift card,Returned,"August 16, 2021"
ORD-11514,"February 20, 2024",CUST1182,  ANGELA VAUGHN  ,angela.vaughn14@yahoo.com,central,canada,apparel,Running Shoes,4,30.58,0.1,6.46,paypal,pending,2023-08-24
ORD-11744,19-10-2024,CUST1004,Cristian Santos,cristian.santos1@yahoo.com,Est,United States,apparel,Denim Jacket,6,21.12,5%,6.28,Pay Pal,CANCELLED,16-05-2023
ORD-12361,2024-07-11,CUST1305,Kevin Oconnor,kevin.oconnor70@outlook.com,West,United States,Home & Kitchen,Air Fryer,5,49.65,0,1.72,Credit_Card,shipped,07-08-2024
ORD-13106,2024-01-23,CUST1371,Debra White,debra.white54@gmail.com,north,Canada,toys,Board Game,4,43.98,0.1,10.38,debit card,DELIVERED,05/08/2022
ORD-10744,02/25/2024,CUST1105,Marc Moore,marc.moore48@gmail.com,East,Canada,ELECTRONICS,Bluetooth Speaker,2,140.88,0,20.58,Gift Card,pending,11/03/23
ORD-10027,2023-10-16,CUST1573,Nancy Brown,nancy.brown86@gmail.com,Est,canada,TOYS,Board Game,3,42.44,0,16.75,Debit Card,Delivered,06/25/21
ORD-12947,02/07/2024,CUST1676,Kristen Rowe,kristen.rowe27@gmail.com,North,canada,Electronics,Bluetooth Speaker,6,$178.83,0.05,1.84,Credit_Card,Canceled,05-Jan-2023
10220,2023-08-08,CUST1090,Matthew Mcmillan,,west,Canada,toys,Building Blocks Set,2,38.02,0.15,12.26,GiftCard,RETURNED,25-Mar-2024
11793,09/03/23,CUST1150,David Wright,david.wright19@hotmail.com,CENTRAL,Mexico,toys,Building Blocks Set,-1,17.57,0.25,15.93,gift card,Returned,"January 26, 2022"
ORD-12209,N/A,CUST1300,Tanner Mitchell DDS,tanner.dds36@yahoo.com,Centrl,canada,Sports and Outdoors,Camping Tent,3,26.16,0,10.98,Credit Card,delivered,04-07-2024
ORD-11283,01-Jul-2023,CUST1685,Mr. Michael Scott PhD,mr..phd42@gmail.com,Est,US,Electronic,Bluetooth Speaker,4,78.6,0.05,0.27,GiftCard,DELIVERED,"July 04, 2024"
ORD-10908,07/29/24,CUST1222,Elizabeth Oliver DDS,elizabeth.dds16@gmail.com, West ,United States,apparel,Wool Sweater,1,60.08,0,5.44,CC,Deliverd,10/16/23
11166,03/05/23,CUST1376,Glen Wood,glen.wood76@yahoo.com, West ,canada,Apparel,Baseball Cap,3,55.24,0.05,7.64,Credit Card,Returned,07/06/24
ORD-11160,07-06-2023,CUST1529,Angel May,,WEST,United States,Electronic,Bluetooth Speaker,4,153.6,0.2,7.24,credit card,Deliverd,05/13/2021
ORD-11997,11/17/2024,CUST1000,Allison Hill,allison.hill4@outlook.com,south,Mexico,Sports & Outdoors,Water Bottle,3,,0.25,1.58,PAYPAL,shipped,05/17/2022
ORD-10368,09/08/23,CUST1247,Frank Cordova,frank.cordova55@outlook.com,east,United States,Toy,Action Figure,two,43.21,0.2,20.11,Debit,PENDING,07-02-2021
ORD-12836,02/18/23,CUST1146,Victoria Larson,,Sth,Mexico,Toy,Building Blocks Set,5,24.36,0.2,12.9,credit card,Cancelled,"July 14, 2024"
10630,09-Feb-2024,CUST1136,Robert Potter,robert.at.gmail.com,east,canada,Home and Kitchen,Throw Blanket,1,168.95,0.05,6.28,Credit Card,PENDING,23-Mar-2021
ORD-10751,21-05-2024,CUST1821,Mark Beard,mark.at.gmail.com,South,USA,Clothing,Cotton T-Shirt,5,76.47,0,16.68,Credit Card,Canceled,08/21/2023
ORD-10680,2023-04-24,CUST1417,Carrie Wright,carrie.wright42@hotmail.com,west,US,apparel,Denim Jacket,5,24.48,0.25,0.8,PayPal,DELIVERED,26-01-2021
ORD-12910,14-02-2023,CUST1497,James Bradley,james.bradley31@gmail.com,west,Canada,home & kitchen,Non-stick Pan Set,2,43.27,0,6.49,CC,PENDING,2022-05-16
11822,04/30/24,CUST1839,Michele Smith,michele.at.gmail.com,SOUTH,canada,Home&Kitchen,Air Fryer,4,107.26,0.1,3.3,Debit Card,DELIVERED,09-Jan-2024
13011,09/16/24,CUST1529,Angel May,,West,United States,Beuty,Sunscreen SPF50,3,22.19,10%,8.22,PayPal,Shipped,05/13/2021
ORD-12746,"May 24, 2024",CUST1613,David Molina,david.molina96@outlook.com,East,USA,TOYS,Action Figure,1,25.93,0.2,1.63,Gift Card,cancelled,12-05-2023
ORD-10667,01/14/2024,CUST1307,Carlos Ryan,,WEST,US,Appare,Wool Sweater,5,85.92,0.2,15.84,paypal,Canceled,20-Jun-2023
10786,11/25/23,CUST1087,Christopher Bass,christopher.bass11@yahoo.com,west,Mexico,beauty,Face Moisturizer,3,9.91,0.2,12.8,PAYPAL,Deliverd,11/05/2021
12056,2023-01-18,CUST1195,Allen Rosales,allen.rosales31@outlook.com,Est,Canada,Home and Kitchen,LED Desk Lamp,1,$155.41,0.25,3.2,Pay Pal,Shipped,02/02/2021
ORD-11457,06/22/24,CUST1811,Daniel Brown,daniel.brown72@hotmail.com,South,Mexico,Toys,Action Figure,1,44.61,0.15,23.2,PayPal,SHIPPED,03/20/2023
11776,09-11-2023,CUST1517,Michael Cooper,michael.cooper51@gmail.com,NORTH,US,Electronic,Laptop Stand,3,158.58,0,2.23,Debit Card,DELIVERED,"April 27, 2024"
ORD-10644,07-Aug-2024,CUST1526,Todd Moore,todd.moore72@yahoo.com,north,United States,Clothing,Cotton T-Shirt,4,38.85,5%,11.09,Credit_Card,Pending,13-Jul-2021
ORD-10297,02/25/24,CUST1824,Aaron Schroeder,aaron.schroeder27@hotmail.com,Est,USA,Appare,Denim Jacket,3,43.69,0,6.15,Debit,Canceled,03/08/23
ORD-10693,"October 13, 2024",CUST1073,Lauren Daniels,lauren.daniels54@hotmail.com,CENTRAL,USA,Sports and Outdoors,Resistance Bands,4,53.62,0.1,13.45,Debit Card,delivered,"December 23, 2021"
ORD-10266,26-07-2023,CUST1322,Johnathan Davis,johnathan.davis6@gmail.com,east,US,Appare,Cotton T-Shirt,6,81.91,0,4.97,GiftCard,Delivered,10/08/21
ORD-12990,11-08-2023,CUST1653,Amy Gordon,, West ,US,ELECTRONICS,Bluetooth Speaker,5,210.94,0.1,22.87,Credit Card,PENDING,"April 02, 2022"
ORD-10118,30-Nov-2023,CUST1377,Paula Bradley,paula.bradley45@hotmail.com,West,US,Sports & Outdoors,Yoga Mat,-2,-58.11,0.15,11.61,Gift Card,delivered,11-12-2023
ORD-12117,04-May-2023,CUST1390,Thomas Atkins,thomas.atkins75@hotmail.com,South,USA,BEAUTY,Hair Dryer,3,56.19,0.1,21.68,CREDIT CARD,cancelled,08/28/2022
ORD-10718,"July 12, 2023",CUST1507,Emma Reed,emma.reed54@outlook.com,Central,USA,Home & Kitchen,Air Fryer,4,63.0,0,20.57,PAYPAL,Returned,2022-07-10
10002,18-09-2023,CUST1558,Larry Robertson,larry.robertson94@hotmail.com, West ,US,Electronics,Smartwatch,1,157.03,0.15,12.78,Debit Card,Deliverd,07-Dec-2021
ORD-11922,28-01-2024,CUST1418,  JEFFREY MILLS  ,jeffrey.mills93@yahoo.com,Sth,Mexico,Sports,Yoga Mat,1,140.56,0,5.69,gift card,SHIPPED,"March 17, 2024"
ORD-10276,"October 05, 2024",CUST1120,Larry Dixon,larry.dixon39@gmail.com,EAST,Canada,ELECTRONICS,Webcam,1,160.31,0.05,10.65,Debit,pending,12/30/2023
10534,09/30/2023,CUST1268,Cynthia Rowe,cynthia.rowe9@gmail.com,north,Mexico,Beuty,Hair Dryer,5,-34.05,0,24.65,GiftCard,DELIVERED,11-Mar-2023
12749,"May 13, 2024",CUST1320,Susan Turner,susan.turner17@gmail.com,Est,canada,Home & Kitchen,Coffee Maker,6,132.61,0.1,1.24,credit card,returned,18-03-2023
ORD-10920,08/22/2023,CUST1835,Timothy Hill,timothy.hill94@hotmail.com,Centrl,United States,Toys,Building Blocks Set,6,50.35,5%,5.99,Pay Pal,shipped,"July 18, 2022"
ORD-12011,02/28/2024,CUST1383,Mr. Andrew Foster,,Centrl,Mexico,Toy,Puzzle 1000pc,,22.68,0.25,17.64,debit card,shipped,05/30/2021
ORD-12716,2023-06-14,CUST1805,  RONALD POTTER  ,ronald.potter76@hotmail.com,Centrl,US,TOYS,RC Car,5,30.58,0,16.65,credit card,delivered,07/16/24
ORD-11907,09/24/23,CUST1366,Courtney Rodriguez,courtney.rodriguez99@hotmail.com,WEST,US,Electronis,Bluetooth Speaker,3,131.83,0,12.86,PayPal,Canceled,06-Feb-2023
ORD-12309,13-03-2024,CUST1585,Tina Ballard,tina.ballard5@yahoo.com,SOUTH,canada,Beuty,Lipstick,3,56.63,25%,3.46,Credit_Card,Delivered,19-Jul-2022
10877,"August 25, 2023",CUST1198,Adam Vaughan,adam.vaughan85@outlook.com,North,Canada,toys,Action Figure,2,21.91,5%,3.15,Debit,CANCELLED,07/28/23
ORD-12600,09-10-2024,CUST1021,Patty Perez,patty.perez59@gmail.com,south,canada,Beauty,Face Moisturizer,3,$8.80,0.1,10.33,Debit,Shipped,"June 24, 2022"
10400,2024-08-31,CUST1335,Andrea Hubbard,andrea.hubbard91@yahoo.com,WEST,USA,Clothing,Baseball Cap,-2,33.1,0.1,13.56,Pay Pal,Canceled,29-09-2023
11881,28-Dec-2023,CUST1271,Veronica Simpson,,South,Mexico,Toy,Puzzle 1000pc,3,46.38,0.05,2.66,CC,CANCELLED,24-01-2024
ORD-13050,05/14/2023,CUST1648,jennifer miranda,jennifer.miranda87@yahoo.com,Centrl,Mexico,sports & outdoors,Yoga Mat,1,59.49,0.05,9.91,Gift Card,Returned,"November 24, 2022"
ORD-12956,12-12-2023,CUST1788,Cesar Wilson,cesar.wilson63@outlook.com,CENTRAL,Canada,Electronis,USB-C Cable,6,237.18,0.2,3.98,CC,Delivered,"May 29, 2022"
ORD-12700,09/02/24,CUST1762,Jennifer Goodwin,jennifer.at.gmail.com,EAST,Mexico,electronics,Bluetooth Speaker,4,146.73,0.1,15.55,Gift Card,returned,20-Jul-2022
ORD-12827,07/12/2023,CUST1132,Mary Marshall,mary.marshall34@yahoo.com,Centrl,United States,Appare,Running Shoes,3,69.57,0.2,3.11,Pay Pal,Deliverd,2023-05-21
ORD-12090,01-Dec-2023,CUST1789,Clayton Steele,clayton.steele89@yahoo.com,Est,US,Appare,Wool Sweater,4,83.91,10%,13.79,gift card,Pending,05/03/2021
ORD-12752,29-Feb-2024,CUST1562,Robert Richardson,robert.at.gmail.com,Centrl,canada,Toys,Building Blocks Set,6,46.33,0,8.7,CC,returned,10-07-2021
ORD-12617,"January 18, 2024",CUST1733,Edgar Hughes,edgar.hughes16@yahoo.com, North,US,Sports & Outdoors,Water Bottle,1,106.79,0.25,3.66,PayPal,delivered,30-04-2023
ORD-11221,"June 01, 2024",CUST1568,Lisa Randall,lisa.randall62@yahoo.com,south,United States,toys,Building Blocks Set,1,18.69,0.15,22.42,PayPal,returned,2021-07-18
ORD-12632,2023-01-04,CUST1304,Maria Parker,maria.parker74@hotmail.com, North,US,Sports & Outdoors,Water Bottle,6,76.38,0.1,10.67,debit card,returned,06/19/24
12477,04/18/23,CUST1535,Mr. Lawrence Edwards,mr..at.gmail.com,Sth,US,Beuty,Hair Dryer,5,42.51,10%,3.04,Pay Pal,DELIVERED,27-Jul-2022
ORD-11348,2023-05-09,CUST1346,Sharon Boyd,sharon.boyd24@outlook.com,East,canada,beauty,Lipstick,3,23.59,,9.6,PAYPAL,Returned,2021-03-18
ORD-11429,2024-08-01,CUST1452,Alexander Brown,alexander.brown24@hotmail.com,South,canada,Apparel,Wool Sweater,3,-46.08,0.15,17.92,Debit Card,RETURNED,"July 25, 2024"
ORD-11353,"May 23, 2023",CUST1260,katie suarez,katie.suarez84@outlook.com,North,USA,ELECTRONICS,Wireless Earbuds,3,150.06,0,0.15,PayPal,Pending,10/27/2021
ORD-10169,21-Apr-2023,CUST1837,Carol Sanders,carol.sanders59@gmail.com,WEST,Mexico,Electronic,Smartwatch,4,249.18,0,24.7,Gift Card,returned,"July 30, 2024"
ORD-11765,07/17/23,CUST1756,Karen Morales DDS,karen.dds61@hotmail.com,east,United States,Clothing,Running Shoes,5,18.86,0,16.24,Debit,delivered,2021-06-30
ORD-10232,07/27/2024,CUST1354,Patricia Le,patricia.le47@yahoo.com,North,US,Clothing,Running Shoes,5,10.45,0.2,24.89,Pay Pal,Delivered,05/08/21
11602,"March 06, 2024",CUST1151,Pamela Boyd,pamela.boyd9@outlook.com,central,USA,Clothing,Running Shoes,3,79.25,15%,5.26,Gift Card,Delivered,30-04-2023
ORD-10775,02/17/23,CUST1720,  RANDY FRIEDMAN  ,randy.friedman5@outlook.com,WEST,Mexico,BEAUTY,Hair Dryer,3,56.66,0.05,24.9,credit card,shipped,"January 19, 2024"
ORD-12896,N/A,CUST1584,Jamie Baird,jamie.baird45@hotmail.com,West,canada,Apparel,Cotton T-Shirt,4,10.73,0.05,9.15,debit card,returned,25-Jun-2022
ORD-12825,08/20/23,CUST1354,Patricia Le,patricia.le47@yahoo.com,north,US,apparel,Cotton T-Shirt,5,$88.24,25%,14.79,credit card,pending,05/08/21
ORD-12830,09/05/2023,CUST1804,Kimberly Fritz,kimberly.fritz60@outlook.com,South,Mexico,TOYS,Action Figure,2,12.45,0.2,16.05,debit card,Deliverd,29-Jan-2024
ORD-11048,"May 26, 2024",CUST1702,Karl Branch,karl.branch14@outlook.com,NORTH,USA,home & kitchen,LED Desk Lamp,4,132.36,0.2,7.2,debit card,delivered,"September 10, 2022"
12931,01/07/24,CUST1586,Dwayne Klein,dwayne.klein89@hotmail.com,east,Mexico,Toys,Action Figure,3,,0,20.95,GiftCard,CANCELLED,21-Mar-2021
11527,2023-06-28,CUST1383,Mr. Andrew Foster,,CENTRAL,Mexico,Electronis,Laptop Stand,4,197.01,0,24.44,gift card,SHIPPED,05/30/2021
ORD-11335,29-Jul-2023,CUST1377,Paula Bradley,paula.bradley45@hotmail.com,west,US,Beuty,Shampoo Set,2,42.48,0,14.22,GiftCard,pending,11-12-2023
ORD-11818,01/28/2024,CUST1086,Shirley Suarez,shirley.suarez92@outlook.com,East,USA,Beauty,Lipstick,1,35.7,0.15,23.16,Credit_Card,PENDING,26-04-2022
11601,09/06/23,CUST1227,Michael Warner,michael.warner12@hotmail.com, West ,canada,TOYS,Board Game,3,$19.58,0.2,1.12,GiftCard,Returned,08/05/2021
ORD-10334,10-10-2024,CUST1298,Keith Jennings,keith.jennings22@yahoo.com,Sth,USA,Home and Kitchen,Throw Blanket,4,108.75,0.05,20.3,PAYPAL,PENDING,10/23/22
ORD-10142,07-01-2024,CUST1416,Gwendolyn Klein,gwendolyn.klein14@gmail.com,central,Canada,Home & Kitchen,Air Fryer,3,77.47,0.05,17.51,Pay Pal,Shipped,03-07-2021
ORD-12174,03/04/24,CUST1545,Cindy Gomez,,central,United States,apparel,Running Shoes,1,19.21,10%,2.62,gift card,Deliverd,04/26/2021
ORD-11200,"July 25, 2024",CUST1682,Dean Donovan,dean.donovan10@yahoo.com,CENTRAL,Canada,Home and Kitchen,LED Desk Lamp,2,19.26,0.1,5.57,debit card,CANCELLED,12/22/21
ORD-10265,19-08-2023,CUST1638,Maria Fisher,maria.fisher13@outlook.com,west,USA,BEAUTY,Hair Dryer,2,24.51,0,2.52,credit card,shipped,08/12/2024
ORD-10415,28-Jun-2023,CUST1596,Victor Morris,victor.morris21@outlook.com,north,US,Toy,Action Figure,5,16.57,0,18.82,credit card,returned,05-07-2021
ORD-10388,,CUST1741,Manuel Brock,manuel.brock50@yahoo.com,SOUTH,canada,Beauty,Lipstick,5,59.55,0.2,14.32,GiftCard,RETURNED,2021-08-11
ORD-10617,"March 17, 2023",CUST1197,Spencer Haynes,spencer.haynes14@hotmail.com,CENTRAL,Canada,Home & Kitchen,Air Fryer,6,-57.99,0,20.53,Credit Card,Returned,10/29/2023
ORD-11267,2024-05-07,CUST1284,Stephanie Williams,stephanie.williams5@yahoo.com,Est,USA,Sports & Outdoors,Camping Tent,3,$107.61,0.25,21.95,PAYPAL,Returned,05/18/2021
ORD-11446,03/02/23,CUST1302,Megan Le,megan.le85@outlook.com,north,Canada,Sports & Outdoors,Water Bottle,4,121.28,0.05,22.33,paypal,delivered,2024-02-29
ORD-12518,02/24/2024,CUST1552,Diana Hays,diana.hays94@outlook.com,Nort,Mexico,Sports,Camping Tent,5,93.5,0.05,24.72,Credit Card,PENDING,09/18/2021
ORD-11212,"March 23, 2024",CUST1346,Sharon Boyd,sharon.boyd24@outlook.com,EAST,canada,Electronis,Webcam,1,180.59,15%,6.06,Gift Card,CANCELLED,2021-03-18
ORD-10918,13-Jul-2023,CUST1369,Sabrina Austin,sabrina.austin93@hotmail.com,South,United States,Appare,Baseball Cap,,54.96,25%,16.52,PayPal,Returned,26-Dec-2023
ORD-12402,30-May-2024,CUST1590,Laurie Sanchez,laurie.sanchez25@hotmail.com,West,canada,electronics,Bluetooth Speaker,6,238.78,0.15,3.33,gift card,cancelled,09-Mar-2022
